season_end,Player,Age,Tm,GP,W,L,W_PCT,MP,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TOV,PTS,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,PER,WS,OWS,DWS,WS/48,BPM,VORP,PLAYER_ID,TEAM_ID
2019,Billy Garrett,24.0,NYK,4,1,3,0.25,63.43333333333333,11,27,0,8,4,4,0,3,3,7,1,1,2,26,0.452,0.2962962962962963,0.14814814814814814,0.0,0.041,0.022,0.189,,0.215,,,,,,,,1628656,1610612752
2019,Bismack Biyombo,26.0,CHA,54,24,30,0.444,782.4416666666667,89,156,0,0,58,91,81,166,247,33,11,41,34,236,0.602,0.0,0.5833333333333334,0.099,0.205,0.151,0.064,,0.128,,,,,,,,202687,1610612766
2019,Blake Griffin,30.0,DET,75,39,36,0.52,2622.3333333333335,619,1341,189,522,414,550,100,465,565,402,52,28,253,1841,0.581,0.38926174496644295,0.41014168530947054,0.036,0.182,0.105,0.268,,0.296,,,,,,,,201933,1610612765
2019,Boban Marjanovic,30.0,PHI,58,31,27,0.534,680.6583333333333,160,260,4,10,98,131,87,178,265,54,16,27,59,422,0.664,0.038461538461538464,0.5038461538461538,0.124,0.232,0.18,0.128,,0.222,,,,,,,,1626246,1610612755
2019,Bobby Portis,24.0,WAS,50,14,36,0.28,1298.1766666666667,279,628,75,191,77,97,109,294,403,72,35,20,74,710,0.529,0.304140127388535,0.15445859872611464,0.083,0.226,0.154,0.085,,0.241,,,,,,,,1626171,1610612764
2019,Bogdan Bogdanović,26.0,SAC,70,32,38,0.457,1947.17,361,863,134,372,134,162,40,203,243,267,72,15,117,990,0.53,0.43105446118192353,0.18771726535341832,0.019,0.098,0.058,0.199,,0.22,,,,,,,,203992,1610612758
2019,Bojan Bogdanovic,30.0,IND,81,47,34,0.58,2573.0583333333334,522,1051,164,386,246,305,33,300,333,161,69,1,134,1454,0.613,0.36726926736441484,0.29019980970504283,0.013,0.113,0.064,0.095,,0.219,,,,,,,,202711,1610612754
2019,Bonzie Colson,23.0,MIL,8,6,2,0.75,98.47666666666667,13,39,5,21,8,9,8,22,30,3,5,1,3,39,0.454,0.5384615384615384,0.23076923076923078,0.065,0.182,0.122,0.04,,0.174,,,,,,,,1629045,1610612749
2019,Brad Wanamaker,29.0,BOS,36,27,9,0.75,342.60833333333335,50,105,16,39,24,28,3,38,41,56,12,2,19,140,0.597,0.37142857142857144,0.26666666666666666,0.008,0.096,0.054,0.225,,0.162,,,,,,,,202954,1610612738
2019,Bradley Beal,26.0,WAS,82,32,50,0.39,3027.6516666666666,764,1609,209,596,362,448,89,322,411,448,121,58,224,2099,0.581,0.3704164077066501,0.27843380981976384,0.028,0.104,0.066,0.233,,0.278,,,,,,,,203078,1610612764
2019,Brandon Goodwin,23.0,DEN,16,10,6,0.625,57.053333333333335,6,23,2,6,9,11,1,2,3,14,0,0,3,23,0.413,0.2608695652173913,0.4782608695652174,0.016,0.038,0.026,0.298,,0.22,,,,,,,,1629164,1610612743
2019,Brandon Ingram,21.0,LAL,52,25,27,0.481,1760.4933333333333,362,729,31,94,195,289,41,226,267,154,28,31,129,950,0.555,0.1289437585733882,0.39643347050754457,0.022,0.113,0.069,0.127,,0.227,,,,,,,,1627742,1610612747
2019,Brandon Knight,27.0,CLE,39,17,22,0.436,736.545,99,260,41,129,27,34,10,49,59,71,21,2,30,266,0.484,0.49615384615384617,0.13076923076923078,0.012,0.07,0.039,0.147,,0.178,,,,,,,,202688,1610612739
2019,Brandon Sampson,22.0,CHI,14,3,11,0.214,214.305,28,60,11,29,4,6,3,13,16,10,8,3,12,71,0.567,0.48333333333333334,0.1,0.014,0.063,0.038,0.063,,0.154,,,,,,,,1629102,1610612741
2019,Brook Lopez,31.0,MIL,81,60,21,0.741,2321.595,355,786,187,512,112,133,33,363,396,98,51,179,82,1009,0.597,0.6513994910941476,0.1692111959287532,0.014,0.135,0.079,0.055,,0.165,,,,,,,,201572,1610612749
2019,Bruce Brown,22.0,DET,74,35,39,0.473,1449.3166666666666,125,314,24,93,45,60,48,137,185,91,40,36,46,319,0.469,0.2961783439490446,0.1910828025477707,0.032,0.092,0.062,0.087,,0.113,,,,,,,,1628971,1610612765
2019,Bruno Caboclo,23.0,MEM,34,14,20,0.412,799.7016666666667,96,225,48,130,42,50,42,116,158,50,14,33,38,282,0.571,0.5777777777777777,0.2222222222222222,0.05,0.137,0.093,0.091,,0.15,,,,,,,,203998,1610612763
2019,Bryn Forbes,25.0,SAS,82,48,34,0.585,2292.6,361,791,176,413,69,78,18,221,239,175,45,4,80,967,0.586,0.5221238938053098,0.0986093552465234,0.008,0.096,0.053,0.105,,0.171,,,,,,,,1627854,1610612759
2019,Buddy Hield,26.0,SAC,82,39,43,0.476,2614.858333333333,623,1360,278,651,171,193,106,306,412,205,58,33,146,1695,0.587,0.4786764705882353,0.14191176470588235,0.036,0.11,0.072,0.117,,0.243,,,,,,,,1627741,1610612758
2019,C.J. Williams,29.0,MIN,15,4,11,0.267,128.16666666666666,17,35,5,16,0,1,1,7,8,12,6,0,5,39,0.55,0.45714285714285713,0.02857142857142857,0.007,0.053,0.029,0.158,,0.138,,,,,,,,203710,1610612750
2019,CJ McCollum,27.0,POR,70,43,27,0.614,2375.2566666666667,571,1243,167,445,159,192,62,220,282,207,55,28,106,1468,0.553,0.3580048270313757,0.15446500402252614,0.025,0.087,0.056,0.133,,0.248,,,,,,,,203468,1610612757
2019,CJ Miles,32.0,MEM,53,33,20,0.623,856.595,112,311,67,203,48,58,13,82,95,36,26,15,30,339,0.504,0.6527331189710611,0.1864951768488746,0.014,0.09,0.051,0.061,,0.173,,,,,,,,101139,1610612763
2019,Caleb Swanigan,22.0,SAC,21,10,11,0.476,178.03333333333333,18,53,1,7,6,9,17,47,64,11,6,1,18,43,0.377,0.1320754716981132,0.16981132075471697,0.081,0.236,0.156,0.098,,0.17,,,,,,,,1628403,1610612758
2019,Cam Reynolds,24.0,MIN,19,6,13,0.316,259.4483333333333,33,78,21,51,8,9,4,27,31,13,6,2,5,95,0.58,0.6538461538461539,0.11538461538461539,0.014,0.102,0.057,0.073,,0.141,,,,,,,,1629244,1610612750
2019,Cameron Payne,24.0,CLE,40,7,33,0.175,712.225,96,223,25,84,33,41,13,59,72,106,28,9,45,250,0.519,0.37668161434977576,0.18385650224215247,0.017,0.083,0.05,0.225,,0.169,,,,,,,,1626166,1610612739
2019,Caris LeVert,24.0,BKN,40,19,21,0.475,1062.8866666666668,207,483,48,154,85,123,35,116,151,156,42,14,69,547,0.509,0.3188405797101449,0.2546583850931677,0.03,0.1,0.065,0.231,,0.235,,,,,,,,1627747,1610612751
2019,Carmelo Anthony,35.0,HOU,10,4,6,0.4,294.14166666666665,49,121,21,64,15,22,9,45,54,5,4,7,8,134,0.513,0.5289256198347108,0.18181818181818182,0.027,0.158,0.088,0.028,,0.199,,,,,,,,2546,1610612745
2019,Cedi Osman,24.0,CLE,76,17,59,0.224,2443.911666666667,360,844,130,374,141,181,45,312,357,195,60,11,114,991,0.536,0.4431279620853081,0.21445497630331753,0.018,0.134,0.073,0.12,,0.182,,,,,,,,1626224,1610612739
2019,Chandler Hutchison,23.0,CHI,44,10,34,0.227,894.615,96,209,14,50,23,38,31,154,185,34,23,6,25,229,0.507,0.23923444976076555,0.18181818181818182,0.033,0.167,0.1,0.055,,0.121,,,,,,,,1628990,1610612741
2019,Chandler Parsons,30.0,MEM,25,11,14,0.44,495.77,68,182,29,94,22,25,4,66,70,43,19,5,32,187,0.484,0.5164835164835165,0.13736263736263737,0.007,0.126,0.066,0.143,,0.192,,,,,,,,202718,1610612763
2019,Channing Frye,36.0,CLE,36,7,29,0.194,340.995,43,117,32,79,11,14,4,48,52,20,6,5,13,129,0.524,0.6752136752136753,0.11965811965811966,0.01,0.158,0.075,0.1,,0.174,,,,,,,,101112,1610612739
2019,Chasson Randle,26.0,WAS,49,19,30,0.388,742.91,91,217,46,115,43,62,10,46,56,97,25,3,43,271,0.555,0.5299539170506913,0.2857142857142857,0.013,0.062,0.036,0.182,,0.16,,,,,,,,1626184,1610612764
2019,Cheick Diallo,22.0,NOP,64,27,37,0.422,895.645,168,271,1,4,50,67,75,257,332,33,29,33,49,387,0.644,0.014760147601476014,0.24723247232472326,0.079,0.26,0.171,0.051,,0.155,,,,,,,,1627767,1610612740
2019,Chimezie Metu,22.0,SAS,29,14,15,0.483,145.44,19,58,0,2,13,17,9,27,36,13,6,2,15,51,0.389,0.034482758620689655,0.29310344827586204,0.061,0.179,0.121,0.14,,0.223,,,,,,,,1629002,1610612759
2019,Chris Boucher,26.0,TOR,28,21,7,0.75,163.16166666666666,34,76,12,37,13,15,16,40,56,2,6,24,7,93,0.563,0.4868421052631579,0.19736842105263158,0.086,0.209,0.148,0.02,,0.214,,,,,,,,1628449,1610612761
2019,Chris Chiozza,23.0,HOU,7,6,1,0.857,32.53333333333333,2,8,2,5,0,0,1,3,4,4,1,1,1,6,0.375,0.625,0.0,0.021,0.111,0.053,0.19,,0.108,,,,,,,,1629185,1610612745
2019,Chris Paul,34.0,HOU,58,39,19,0.672,1856.775,302,720,127,355,175,203,36,229,265,473,114,18,152,906,0.56,0.4930555555555556,0.28194444444444444,0.019,0.123,0.07,0.382,,0.22,,,,,,,,101108,1610612745
2019,Christian Wood,23.0,NOP,21,13,8,0.619,250.305,61,117,9,26,41,56,17,66,83,8,7,10,17,172,0.607,0.2222222222222222,0.47863247863247865,0.061,0.231,0.147,0.051,,0.247,,,,,,,,1626174,1610612740
2019,Clint Capela,25.0,HOU,67,44,23,0.657,2248.7283333333335,474,732,0,0,166,261,298,550,848,96,44,102,94,1114,0.658,0.0,0.35655737704918034,0.13,0.241,0.185,0.07,,0.18,,,,,,,,203991,1610612745
2019,Cody Zeller,26.0,CHA,49,22,27,0.449,1242.9633333333334,190,345,6,22,111,141,110,223,333,102,38,41,62,497,0.611,0.06376811594202898,0.40869565217391307,0.084,0.171,0.127,0.114,,0.159,,,,,,,,203469,1610612766
2019,Collin Sexton,20.0,CLE,82,19,63,0.232,2605.0233333333335,519,1206,119,296,214,255,57,179,236,243,44,6,185,1371,0.52,0.24543946932006633,0.21144278606965175,0.021,0.072,0.045,0.154,,0.247,,,,,,,,1629012,1610612739
2019,Corey Brewer,33.0,SAC,31,13,18,0.419,491.5683333333333,53,123,14,44,31,43,26,50,76,39,32,7,19,151,0.532,0.35772357723577236,0.34959349593495936,0.045,0.098,0.07,0.107,,0.13,,,,,,,,201147,1610612758
2019,Cory Joseph,27.0,IND,82,48,34,0.585,2063.4816666666666,226,548,55,171,30,43,39,240,279,321,94,22,80,537,0.474,0.31204379562043794,0.07846715328467153,0.019,0.111,0.066,0.208,,0.134,,,,,,,,202709,1610612754
2019,Courtney Lee,33.0,DAL,34,6,28,0.176,428.23,53,129,16,55,14,21,9,45,54,37,21,3,14,136,0.492,0.4263565891472868,0.16279069767441862,0.019,0.105,0.06,0.13,,0.15,,,,,,,,201584,1610612742
2019,Cristiano Felicio,26.0,CHI,60,16,44,0.267,746.3966666666666,95,179,0,4,50,73,79,139,218,37,11,7,33,240,0.568,0.0223463687150838,0.40782122905027934,0.101,0.187,0.143,0.07,,0.138,,,,,,,,1626245,1610612741
2019,D'Angelo Russell,23.0,BKN,81,42,39,0.519,2447.955,659,1517,234,635,160,205,53,262,315,563,100,20,253,1712,0.533,0.4185893210283454,0.13513513513513514,0.02,0.099,0.06,0.392,,0.311,,,,,,,,1626156,1610612751
2019,D.J. Augustin,31.0,ORL,81,42,39,0.519,2268.9616666666666,318,677,131,311,181,209,41,162,203,426,52,4,128,948,0.616,0.45937961595273263,0.3087149187592319,0.018,0.071,0.044,0.258,,0.169,,,,,,,,201571,1610612753
2019,D.J. Wilson,23.0,MIL,48,37,11,0.771,882.0383333333333,104,251,46,127,26,47,45,177,222,52,18,20,32,280,0.515,0.5059760956175299,0.18725099601593626,0.047,0.174,0.112,0.08,,0.141,,,,,,,,1628391,1610612749
2019,DJ Stephens,28.0,MEM,1,0,1,0.0,6.733333333333333,1,2,0,0,0,0,0,0,0,0,1,0,1,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.13,,,,,,,,203474,1610612763
2019,Dairis Bertans,29.0,NOP,12,3,9,0.25,167.04333333333332,12,47,10,34,0,0,2,7,9,10,1,0,2,34,0.362,0.723404255319149,0.0,0.011,0.036,0.024,0.078,,0.12,,,,,,,,1629541,1610612740
2019,Damian Jones,24.0,GSW,24,15,9,0.625,409.61833333333334,53,74,0,0,24,37,31,44,75,28,12,25,16,130,0.72,0.0,0.5,0.086,0.099,0.094,0.084,,0.113,,,,,,,,1627745,1610612744
2019,Damian Lillard,28.0,POR,80,51,29,0.638,2837.7566666666667,681,1533,237,643,468,513,68,303,371,551,88,34,212,2067,0.588,0.41943900848010435,0.33463796477495106,0.023,0.1,0.062,0.299,,0.281,,,,,,,,203081,1610612757
2019,Damion Lee,26.0,GSW,32,18,14,0.563,375.18833333333333,56,127,27,68,19,22,8,56,64,13,13,0,11,158,0.578,0.5354330708661418,0.1732283464566929,0.02,0.134,0.078,0.051,,0.164,,,,,,,,1627814,1610612744
2019,Damyean Dotson,25.0,NYK,73,12,61,0.164,2003.805,290,698,126,342,73,98,34,228,262,135,58,10,71,779,0.526,0.4899713467048711,0.14040114613180515,0.016,0.108,0.061,0.104,,0.169,,,,,,,,1628422,1610612752
2019,Daniel Hamilton,23.0,ATL,19,7,12,0.368,204.17166666666665,23,60,8,23,3,6,10,37,47,22,6,1,16,57,0.455,0.38333333333333336,0.1,0.043,0.161,0.102,0.157,,0.153,,,,,,,,1627772,1610612737
2019,Daniel Theis,27.0,BOS,66,38,28,0.576,907.58,146,266,26,67,56,76,87,138,225,68,21,42,33,374,0.624,0.2518796992481203,0.2857142857142857,0.088,0.145,0.116,0.108,,0.15,,,,,,,,1628464,1610612738
2019,Danilo Gallinari,30.0,LAC,68,40,28,0.588,2059.2116666666666,409,884,161,372,367,406,54,363,417,178,49,23,99,1346,0.633,0.42081447963800905,0.4592760180995475,0.027,0.171,0.101,0.134,,0.237,,,,,,,,201568,1610612746
2019,Danny Green,32.0,TOR,80,56,24,0.7,2215.465,293,630,198,435,37,44,60,257,317,126,73,53,75,821,0.632,0.6904761904761905,0.06984126984126984,0.028,0.107,0.07,0.073,,0.139,,,,,,,,201980,1610612761
2019,Dante Cunningham,32.0,SAS,64,36,28,0.563,928.46,75,158,30,65,14,18,48,140,188,50,27,13,22,194,0.585,0.41139240506329117,0.11392405063291139,0.049,0.148,0.098,0.072,,0.086,,,,,,,,201967,1610612759
2019,Danté Exum,23.0,UTA,42,21,21,0.5,664.0483333333333,101,241,18,62,68,86,16,52,68,110,14,5,52,288,0.516,0.2572614107883817,0.35684647302904565,0.024,0.077,0.051,0.251,,0.207,,,,,,,,203957,1610612762
2019,Danuel House Jr.,26.0,HOU,39,27,12,0.692,978.665,118,252,74,178,56,71,25,115,140,40,21,11,35,366,0.646,0.7063492063492064,0.28174603174603174,0.025,0.112,0.069,0.058,,0.137,,,,,,,,1627863,1610612745
2019,Dario Šarić,25.0,MIN,81,39,42,0.481,2022.4116666666666,304,696,118,323,132,150,126,331,457,127,45,9,97,858,0.563,0.4640804597701149,0.21551724137931033,0.058,0.153,0.106,0.089,,0.172,,,,,,,,203967,1610612750
2019,Darius Miller,29.0,NOP,69,31,38,0.449,1757.505,189,484,133,364,56,71,14,114,128,146,40,23,59,567,0.55,0.7520661157024794,0.14669421487603307,0.007,0.059,0.033,0.107,,0.131,,,,,,,,203121,1610612740
2019,Darren Collison,31.0,IND,76,45,31,0.592,2143.1783333333333,308,659,79,194,158,190,36,196,232,459,110,9,125,853,0.574,0.2943854324734446,0.2883156297420334,0.017,0.089,0.054,0.302,,0.176,,,,,,,,201954,1610612754
2019,Daryl Macon,23.0,DAL,8,4,4,0.5,89.84666666666666,10,27,5,11,4,7,2,10,12,7,1,0,6,29,0.482,0.4074074074074074,0.25925925925925924,0.019,0.099,0.057,0.123,,0.167,,,,,,,,1629133,1610612742
2019,David Nwaba,26.0,CLE,51,14,37,0.275,984.23,126,262,24,75,58,85,41,122,163,54,36,17,29,334,0.558,0.2862595419847328,0.3244274809160305,0.039,0.128,0.082,0.077,,0.141,,,,,,,,1628021,1610612739
2019,Davis Bertans,26.0,SAS,76,44,32,0.579,1631.7083333333333,204,453,145,338,53,60,23,241,264,100,35,33,43,606,0.632,0.7461368653421634,0.13245033112582782,0.015,0.139,0.08,0.079,,0.135,,,,,,,,202722,1610612759
2019,Davon Reed,24.0,IND,10,4,6,0.4,46.916666666666664,5,12,2,4,0,0,2,4,6,3,1,0,1,12,0.5,0.3333333333333333,0.0,0.033,0.073,0.052,0.068,,0.104,,,,,,,,1628432,1610612754
2019,De'Aaron Fox,21.0,SAC,81,39,42,0.481,2545.8433333333332,505,1102,86,232,303,417,43,261,304,590,133,45,227,1399,0.544,0.21052631578947367,0.37840290381125224,0.015,0.095,0.054,0.322,,0.238,,,,,,,,1628368,1610612758
2019,De'Anthony Melton,21.0,PHX,50,13,37,0.26,983.89,100,256,29,95,21,28,25,109,134,159,68,23,75,250,0.466,0.37109375,0.109375,0.025,0.114,0.068,0.214,,0.147,,,,,,,,1629001,1610612756
2019,DeAndre Jordan,30.0,NYK,69,25,44,0.362,2047.1833333333334,286,446,0,0,186,264,225,677,902,156,42,73,153,758,0.674,0.0,0.5919282511210763,0.105,0.315,0.21,0.119,,0.148,,,,,,,,201599,1610612752
2019,DeAndre' Bembry,24.0,ATL,82,29,53,0.354,1931.28,275,616,50,173,87,136,54,304,358,202,105,41,142,687,0.508,0.28084415584415584,0.22077922077922077,0.026,0.148,0.086,0.15,,0.168,,,,,,,,1627761,1610612737
2019,DeMar DeRozan,29.0,SAS,77,44,33,0.571,2688.1566666666668,631,1313,7,45,366,441,54,408,462,475,86,36,199,1635,0.542,0.03427265803503427,0.33587204874333587,0.02,0.147,0.085,0.277,,0.277,,,,,,,,201942,1610612759
2019,DeMarcus Cousins,28.0,GSW,30,23,7,0.767,770.5783333333334,178,371,26,95,106,144,43,204,247,107,40,44,72,488,0.562,0.2560646900269542,0.3881401617250674,0.059,0.232,0.153,0.206,,0.281,,,,,,,,202326,1610612744
2019,DeMarre Carroll,32.0,BKN,67,36,31,0.537,1703.4583333333333,227,575,106,310,184,242,68,281,349,85,31,10,73,744,0.546,0.5391304347826087,0.42086956521739133,0.037,0.151,0.094,0.075,,0.181,,,,,,,,201960,1610612751
2019,DeVaughn Akoon-Purcell,26.0,DEN,7,7,0,1.0,21.64666666666667,3,10,0,4,1,2,1,3,4,6,2,0,2,7,0.322,0.4,0.2,0.043,0.15,0.093,0.375,,0.228,,,,,,,,1629152,1610612743
2019,Deandre Ayton,20.0,PHX,71,17,54,0.239,2182.6883333333335,509,870,0,4,141,189,223,506,729,125,61,67,126,1159,0.608,0.004597701149425287,0.21724137931034482,0.101,0.24,0.169,0.094,,0.21,,,,,,,,1629028,1610612756
2019,Delon Wright,27.0,MEM,75,45,30,0.6,1698.4366666666667,242,558,50,168,119,150,68,198,266,248,88,30,77,653,0.523,0.3010752688172043,0.26881720430107525,0.037,0.113,0.074,0.217,,0.172,,,,,,,,1626153,1610612763
2019,Demetrius Jackson,24.0,PHI,6,5,1,0.833,39.45166666666667,8,15,2,6,4,4,2,1,3,5,2,0,1,22,0.656,0.4,0.26666666666666666,0.045,0.024,0.035,0.185,,0.182,,,,,,,,1627743,1610612755
2019,Deng Adel,22.0,CLE,19,4,15,0.211,194.17,11,36,6,23,4,4,3,16,19,5,1,4,6,32,0.424,0.6388888888888888,0.1111111111111111,0.014,0.089,0.048,0.038,,0.097,,,,,,,,1629061,1610612739
2019,Dennis Schröder,25.0,OKC,79,47,32,0.595,2313.7516666666666,457,1104,124,364,186,227,38,246,284,323,65,12,172,1224,0.508,0.32971014492753625,0.2056159420289855,0.015,0.102,0.057,0.209,,0.238,,,,,,,,203471,1610612760
2019,Dennis Smith Jr.,21.0,NYK,53,21,32,0.396,1508.475,278,650,67,208,99,156,32,123,155,252,67,20,154,722,0.502,0.32,0.24,0.02,0.075,0.048,0.278,,0.242,,,,,,,,1628372,1610612752
2019,Deonte Burton,25.0,OKC,32,21,11,0.656,239.88166666666666,33,82,8,27,8,12,4,24,28,9,6,8,9,82,0.47,0.32926829268292684,0.14634146341463414,0.014,0.09,0.051,0.057,,0.159,,,,,,,,1629126,1610612760
2019,Derrick Favors,27.0,UTA,76,46,30,0.605,1766.4716666666666,363,619,17,78,154,228,207,353,560,89,56,106,84,897,0.624,0.1260096930533118,0.3683360258481422,0.115,0.188,0.152,0.079,,0.188,,,,,,,,202324,1610612762
2019,Derrick Jones Jr.,22.0,MIA,60,31,29,0.517,1153.5366666666666,160,324,28,91,74,122,96,144,240,37,46,42,43,422,0.559,0.2808641975308642,0.3765432098765432,0.076,0.119,0.097,0.049,,0.151,,,,,,,,1627884,1610612748
2019,Derrick Rose,30.0,MIN,51,24,27,0.471,1392.1616666666666,363,753,54,146,137,160,33,107,140,220,31,12,82,917,0.557,0.19389110225763612,0.21248339973439576,0.022,0.07,0.046,0.244,,0.261,,,,,,,,201565,1610612750
2019,Derrick White,24.0,SAS,67,41,26,0.612,1727.9733333333334,260,543,48,142,95,123,35,212,247,263,67,47,97,663,0.555,0.26151012891344383,0.2265193370165746,0.022,0.116,0.072,0.206,,0.178,,,,,,,,1628401,1610612759
2019,Devin Booker,22.0,PHX,64,15,49,0.234,2242.1183333333333,586,1255,135,414,393,454,39,226,265,433,56,13,264,1700,0.584,0.3298804780876494,0.36175298804780875,0.017,0.099,0.058,0.327,,0.32,,,,,,,,1626164,1610612756
2019,Devin Harris,36.0,DAL,68,28,40,0.412,1070.59,132,347,62,200,102,134,12,100,112,122,35,16,56,428,0.527,0.5763688760806917,0.3861671469740634,0.01,0.09,0.049,0.172,,0.18,,,,,,,,2734,1610612742
2019,Devin Robinson,24.0,WAS,7,1,6,0.143,94.51666666666667,19,32,0,2,9,14,6,14,20,6,4,6,2,47,0.616,0.0625,0.4375,0.058,0.143,0.099,0.095,,0.176,,,,,,,,1628421,1610612764
2019,Devonte' Graham,24.0,CHA,46,18,28,0.391,676.095,74,216,34,121,35,46,10,53,63,121,23,2,30,217,0.459,0.5601851851851852,0.21296296296296297,0.013,0.078,0.044,0.266,,0.166,,,,,,,,1628984,1610612766
2019,Dewayne Dedmon,29.0,ATL,64,24,40,0.375,1609.2066666666667,259,526,83,217,92,113,105,375,480,90,69,71,84,693,0.602,0.41254752851711024,0.21482889733840305,0.063,0.229,0.145,0.079,,0.166,,,,,,,,203473,1610612737
2019,Deyonta Davis,22.0,ATL,9,3,6,0.333,118.435,15,22,0,1,6,10,10,26,36,5,3,5,3,36,0.682,0.045454545454545456,0.45454545454545453,0.063,0.193,0.122,0.063,,0.099,,,,,,,,1627738,1610612737
2019,Dillon Brooks,23.0,MEM,18,9,9,0.5,329.895,49,122,15,40,22,30,9,22,31,16,10,4,19,135,0.499,0.32786885245901637,0.2459016393442623,0.028,0.076,0.051,0.079,,0.207,,,,,,,,1628415,1610612763
2019,Dion Waiters,27.0,MIA,44,20,24,0.455,1137.9033333333334,198,478,109,289,22,44,7,109,116,121,29,9,64,527,0.53,0.604602510460251,0.09205020920502092,0.006,0.094,0.049,0.164,,0.213,,,,,,,,203079,1610612748
2019,Dirk Nowitzki,41.0,DAL,51,17,34,0.333,795.14,135,376,64,205,39,50,5,153,158,35,9,18,18,373,0.469,0.5452127659574468,0.13297872340425532,0.006,0.18,0.092,0.068,,0.217,,,,,,,,1717,1610612742
2019,Domantas Sabonis,23.0,IND,74,43,31,0.581,1838.4466666666667,413,700,9,17,208,291,186,504,690,212,48,30,160,1043,0.63,0.024285714285714285,0.4157142857142857,0.099,0.269,0.184,0.18,,0.226,,,,,,,,1627734,1610612754
2019,Donatas Motiejunas,28.0,SAS,3,3,0,1.0,12.783333333333333,3,6,0,0,0,2,2,1,3,1,0,1,3,6,0.436,0.0,0.3333333333333333,0.154,0.077,0.115,0.2,,0.323,,,,,,,,202700,1610612759
2019,Donovan Mitchell,22.0,UTA,77,49,28,0.636,2598.2716666666665,661,1530,188,519,319,396,59,257,316,322,106,31,218,1829,0.537,0.3392156862745098,0.25882352941176473,0.022,0.093,0.058,0.209,,0.309,,,,,,,,1628378,1610612762
2019,Donte DiVincenzo,22.0,MIL,27,20,7,0.741,411.2866666666667,50,124,22,83,9,12,16,49,65,31,13,6,19,131,0.507,0.6693548387096774,0.0967741935483871,0.036,0.099,0.069,0.102,,0.145,,,,,,,,1628978,1610612749
2019,Donte Grantham,24.0,OKC,3,2,1,0.667,2.4316666666666666,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.333,,,,,,,,1629055,1610612760
2019,Dorian Finney-Smith,26.0,DAL,81,33,48,0.407,1985.2833333333333,228,528,79,254,73,103,138,251,389,95,69,36,74,608,0.53,0.4810606060606061,0.19507575757575757,0.064,0.119,0.092,0.07,,0.135,,,,,,,,1627827,1610612742
2019,Doug McDermott,27.0,IND,77,43,34,0.558,1339.665,207,422,84,206,66,79,17,92,109,67,18,8,42,564,0.617,0.4881516587677725,0.1872037914691943,0.012,0.066,0.039,0.07,,0.152,,,,,,,,203926,1610612754
2019,Dragan Bender,21.0,PHX,46,9,37,0.196,826.2083333333334,88,197,22,101,32,54,34,149,183,56,18,22,37,230,0.521,0.5126903553299492,0.27411167512690354,0.04,0.168,0.105,0.094,,0.13,,,,,,,,1627733,1610612756
2019,Draymond Green,29.0,GSW,66,48,18,0.727,2064.693333333333,188,422,47,165,63,91,60,421,481,454,95,70,169,486,0.526,0.3909952606635071,0.2156398104265403,0.031,0.18,0.112,0.261,,0.128,,,,,,,,203110,1610612744
2019,Drew Eubanks,22.0,SAS,23,13,10,0.565,113.41,15,26,0,0,11,13,6,28,34,7,2,5,8,41,0.646,0.0,0.5,0.056,0.214,0.143,0.1,,0.148,,,,,,,,1629234,1610612759
2019,Duncan Robinson,25.0,MIA,15,7,8,0.467,160.93666666666667,18,46,10,35,4,6,2,17,19,5,5,0,4,50,0.514,0.7608695652173914,0.13043478260869565,0.011,0.091,0.052,0.045,,0.134,,,,,,,,1629130,1610612748
2019,Dusty Hannahs,25.0,MEM,2,0,2,0.0,25.916666666666668,3,12,0,5,2,2,0,1,1,5,1,0,1,8,0.311,0.4166666666666667,0.16666666666666666,0.0,0.036,0.016,0.357,,0.222,,,,,,,,1628605,1610612763
2019,Dwayne Bacon,23.0,CHA,43,20,23,0.465,758.6683333333333,122,257,38,87,34,46,8,81,89,47,12,5,18,316,0.57,0.33852140077821014,0.17898832684824903,0.01,0.105,0.057,0.092,,0.167,,,,,,,,1628407,1610612766
2019,Dwight Howard,33.0,WAS,9,4,5,0.444,229.53666666666666,43,69,0,0,29,48,24,59,83,4,7,4,16,115,0.638,0.0,0.6956521739130435,0.1,0.258,0.177,0.026,,0.193,,,,,,,,2730,1610612764
2019,Dwight Powell,27.0,DAL,77,31,46,0.403,1662.535,290,486,39,127,196,254,140,271,411,112,44,50,67,815,0.682,0.2613168724279835,0.522633744855967,0.081,0.16,0.12,0.101,,0.167,,,,,,,,203939,1610612742
2019,Dwyane Wade,37.0,MIA,72,35,37,0.486,1885.2266666666667,416,960,86,261,165,233,69,216,285,301,59,38,166,1083,0.51,0.271875,0.24270833333333333,0.033,0.106,0.069,0.264,,0.269,,,,,,,,2548,1610612748
