season_end,Player,Age,Tm,GP,W,L,W_PCT,MP,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TOV,PTS,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,PER,WS,OWS,DWS,WS/48,BPM,VORP,PLAYER_ID,TEAM_ID
2021,Anthony Gill,28.0,WAS,26,11,15,0.423,218.015,30,60,7,24,13,16,16,35,51,11,10,4,8,80,0.597,0.4,0.26666666666666666,0.074,0.151,0.114,0.073,,0.143,,,,,,,,1630264,1610612764
2021,Anthony Lamb,23.0,HOU,24,3,21,0.125,415.21,46,118,23,71,18,21,27,43,70,23,6,5,19,133,0.523,0.6016949152542372,0.17796610169491525,0.055,0.109,0.079,0.08,,0.144,,,,,,,,1630237,1610612745
2021,Anthony Tolliver,36.0,PHI,11,7,4,0.636,98.97333333333333,4,17,4,14,5,6,3,7,10,2,3,2,3,17,0.433,0.8235294117647058,0.35294117647058826,0.028,0.071,0.048,0.025,,0.09,,,,,,,,201229,1610612755
2021,Anžejs Pasečņiks,25.0,WAS,1,1,0,1.0,6.316666666666666,0,1,0,1,0,0,1,0,1,1,0,0,5,0,0.0,1.0,0.0,0.143,0.0,0.083,0.333,,0.375,,,,,,,,1628394,1610612764
2021,Armoni Brooks,23.0,HOU,20,3,17,0.15,520.36,78,192,60,157,7,12,10,58,68,30,12,5,22,223,0.565,0.8177083333333334,0.0625,0.017,0.112,0.061,0.09,,0.175,,,,,,,,1629717,1610612745
2021,Aron Baynes,34.0,TOR,53,20,33,0.377,980.2766666666666,134,304,27,103,29,41,87,186,273,47,17,22,46,324,0.503,0.33881578947368424,0.13486842105263158,0.082,0.192,0.135,0.07,,0.157,,,,,,,,203382,1610612761
2021,Ashton Hagans,21.0,MIN,2,0,2,0.0,4.066666666666666,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,,,0.0,0.0,0.0,0.0,,0.083,,,,,,,,1630204,1610612750
2021,Austin Rivers,28.0,DEN,36,20,16,0.556,844.9683333333334,104,245,55,149,22,31,8,74,82,81,30,2,36,285,0.551,0.6081632653061224,0.12653061224489795,0.009,0.088,0.048,0.136,,0.15,,,,,,,,203085,1610612743
2021,Avery Bradley,30.0,HOU,27,6,21,0.222,601.925,64,171,33,101,12,15,8,49,57,46,21,3,28,173,0.487,0.5906432748538012,0.08771929824561403,0.013,0.078,0.046,0.108,,0.146,,,,,,,,202340,1610612745
2021,Axel Toupane,28.0,MIL,8,2,6,0.25,61.21666666666667,4,11,1,2,5,7,0,6,6,4,2,3,0,14,0.497,0.18181818181818182,0.6363636363636364,0.0,0.082,0.042,0.098,,0.092,,,,,,,,1626253,1610612749
2021,Bam Adebayo,23.0,MIA,64,34,30,0.531,2142.616666666667,456,800,2,8,283,354,142,431,573,346,75,66,169,1197,0.626,0.01,0.4425,0.07,0.204,0.139,0.267,,0.233,,,,,,,,1628389,1610612748
2021,Ben McLemore,28.0,LAL,53,20,33,0.377,904.81,135,365,97,280,39,53,15,85,100,39,23,9,42,406,0.523,0.7671232876712328,0.14520547945205478,0.015,0.091,0.051,0.064,,0.192,,,,,,,,203463,1610612747
2021,Ben Simmons,24.0,PHI,58,42,16,0.724,1877.2883333333334,325,583,3,10,176,287,93,324,417,401,93,35,173,829,0.584,0.017152658662092625,0.4922813036020583,0.051,0.166,0.111,0.308,,0.2,,,,,,,,1627732,1610612755
2021,Bismack Biyombo,28.0,CHA,66,28,38,0.424,1348.7816666666668,142,242,0,1,47,105,137,210,347,81,17,74,71,331,0.574,0.004132231404958678,0.43388429752066116,0.094,0.15,0.121,0.087,,0.113,,,,,,,,202687,1610612766
2021,Blake Griffin,32.0,BKN,46,24,22,0.522,1186.62,174,411,70,205,87,117,35,190,225,140,32,15,62,505,0.546,0.49878345498783455,0.2846715328467153,0.029,0.159,0.094,0.171,,0.191,,,,,,,,201933,1610612751
2021,Boban Marjanovic,32.0,DAL,33,14,19,0.424,271.3183333333333,62,122,1,8,31,38,47,81,128,10,2,6,12,156,0.562,0.06557377049180328,0.3114754098360656,0.159,0.291,0.223,0.06,,0.231,,,,,,,,1626246,1610612742
2021,Bobby Portis,26.0,MIL,66,44,22,0.667,1372.1766666666667,313,598,74,157,54,73,124,342,466,71,52,26,56,754,0.598,0.2625418060200669,0.12207357859531773,0.085,0.229,0.158,0.075,,0.202,,,,,,,,1626171,1610612749
2021,Bogdan Bogdanović,28.0,ATL,44,30,14,0.682,1305.4016666666666,267,565,146,333,40,44,20,140,160,147,49,13,54,720,0.616,0.5893805309734513,0.07787610619469026,0.016,0.104,0.061,0.169,,0.21,,,,,,,,203992,1610612737
2021,Bojan Bogdanovic,32.0,UTA,72,52,20,0.722,2215.565,406,925,180,461,233,265,40,241,281,136,45,4,128,1225,0.588,0.4983783783783784,0.2864864864864865,0.018,0.099,0.06,0.091,,0.225,,,,,,,,202711,1610612762
2021,Bol Bol,21.0,DEN,32,21,11,0.656,159.65666666666667,25,58,9,24,10,15,0,24,24,7,3,10,13,69,0.534,0.41379310344827586,0.25862068965517243,0.0,0.154,0.074,0.067,,0.191,,,,,,,,1629626,1610612743
2021,Brad Wanamaker,31.0,CHA,61,29,32,0.475,1053.3283333333334,115,299,16,85,90,101,18,87,105,174,43,11,71,336,0.489,0.2842809364548495,0.3377926421404682,0.016,0.08,0.047,0.251,,0.166,,,,,,,,202954,1610612766
2021,Bradley Beal,28.0,WAS,60,32,28,0.533,2146.9983333333334,670,1382,130,373,408,459,72,211,283,265,69,22,187,1878,0.593,0.2698986975397974,0.3321273516642547,0.033,0.094,0.064,0.202,,0.331,,,,,,,,203078,1610612764
2021,Brandon Clarke,24.0,MEM,59,32,27,0.542,1414.765,256,495,20,77,78,113,97,231,328,95,60,51,33,610,0.56,0.15555555555555556,0.22828282828282828,0.064,0.16,0.111,0.094,,0.167,,,,,,,,1629634,1610612763
2021,Brandon Goodwin,25.0,ATL,47,25,22,0.532,619.5916666666667,84,223,32,103,28,43,8,61,69,95,17,0,36,228,0.471,0.4618834080717489,0.19282511210762332,0.012,0.097,0.053,0.246,,0.19,,,,,,,,1629164,1610612737
2021,Brandon Ingram,23.0,NOP,61,29,32,0.475,2092.41,513,1101,143,375,281,320,34,265,299,296,42,36,154,1450,0.584,0.3405994550408719,0.29064486830154407,0.016,0.126,0.071,0.218,,0.279,,,,,,,,1627742,1610612740
2021,Brian Bowen II,22.0,IND,6,1,5,0.167,14.865,1,4,0,1,1,1,0,3,3,0,0,0,0,3,0.338,0.25,0.25,0.0,0.158,0.071,0.0,,0.098,,,,,,,,1628968,1610612754
2021,Brodric Thomas,24.0,CLE,32,6,26,0.188,399.27,39,108,16,59,31,46,8,45,53,30,15,10,22,125,0.487,0.5462962962962963,0.42592592592592593,0.019,0.107,0.062,0.115,,0.158,,,,,,,,1630271,1610612739
2021,Brook Lopez,33.0,MIL,70,46,24,0.657,1901.7883333333334,322,640,95,281,120,142,104,243,347,50,40,103,64,859,0.611,0.4390625,0.221875,0.054,0.115,0.086,0.033,,0.166,,,,,,,,201572,1610612749
2021,Bruce Brown,24.0,BKN,65,45,20,0.692,1451.1583333333333,235,423,17,59,86,117,111,238,349,104,58,28,54,573,0.604,0.13947990543735225,0.2765957446808511,0.081,0.154,0.12,0.099,,0.157,,,,,,,,1628971,1610612751
2021,Bruno Caboclo,25.0,HOU,6,1,5,0.167,36.43333333333333,8,17,0,5,1,2,3,11,14,1,0,2,4,17,0.475,0.29411764705882354,0.11764705882352941,0.064,0.268,0.159,0.048,,0.232,,,,,,,,203998,1610612745
2021,Bruno Fernando,22.0,ATL,33,20,13,0.606,225.93333333333334,18,44,0,2,15,22,16,62,78,10,4,3,21,51,0.475,0.045454545454545456,0.5,0.066,0.256,0.16,0.069,,0.133,,,,,,,,1628981,1610612737
2021,Bryn Forbes,27.0,MIL,70,45,25,0.643,1354.36,250,529,154,341,47,61,11,101,112,45,24,1,44,701,0.631,0.6446124763705104,0.11531190926275993,0.008,0.069,0.039,0.045,,0.18,,,,,,,,1627854,1610612749
2021,Buddy Hield,28.0,SAC,71,31,40,0.437,2432.858333333333,403,992,282,721,88,104,29,305,334,257,63,30,130,1176,0.567,0.7268145161290323,0.10483870967741936,0.012,0.126,0.069,0.141,,0.201,,,,,,,,1627741,1610612758
2021,CJ Elleby,21.0,POR,30,19,11,0.633,192.38333333333333,25,66,7,34,11,15,11,21,32,10,6,3,5,68,0.468,0.5151515151515151,0.22727272727272727,0.049,0.089,0.069,0.076,,0.16,,,,,,,,1629604,1610612757
2021,CJ McCollum,29.0,POR,47,28,19,0.596,1599.7583333333334,405,884,169,420,108,133,30,155,185,223,44,21,65,1087,0.577,0.4751131221719457,0.1504524886877828,0.018,0.099,0.056,0.22,,0.265,,,,,,,,203468,1610612757
2021,Caleb Martin,25.0,CHA,53,23,30,0.434,818.4866666666667,96,256,31,125,41,64,31,110,141,67,37,12,33,264,0.465,0.48828125,0.25,0.036,0.125,0.081,0.123,,0.164,,,,,,,,1628997,1610612766
2021,Cam Reddish,21.0,ATL,26,10,16,0.385,750.3383333333334,96,263,33,126,67,82,22,82,104,35,33,9,34,292,0.488,0.4790874524714829,0.311787072243346,0.028,0.109,0.068,0.066,,0.183,,,,,,,,1629629,1610612737
2021,Cam Reynolds,26.0,HOU,5,3,2,0.6,40.483333333333334,6,18,3,12,0,0,2,3,5,2,0,0,0,15,0.417,0.6666666666666666,0.0,0.037,0.079,0.054,0.095,,0.182,,,,,,,,1629244,1610612745
2021,Cameron Johnson,25.0,PHX,60,43,17,0.717,1437.4433333333334,203,483,117,335,50,59,33,166,199,86,37,16,40,573,0.563,0.6935817805383023,0.12215320910973085,0.023,0.118,0.07,0.083,,0.164,,,,,,,,1629661,1610612756
2021,Cameron Oliver,24.0,HOU,4,1,3,0.25,87.38333333333334,19,33,4,13,1,4,5,16,21,5,2,4,3,43,0.619,0.3939393939393939,0.12121212121212122,0.05,0.188,0.114,0.086,,0.174,,,,,,,,1628419,1610612745
2021,Cameron Payne,26.0,PHX,60,42,18,0.7,1079.435,191,395,73,166,50,56,16,128,144,217,36,16,60,505,0.602,0.42025316455696204,0.14177215189873418,0.016,0.119,0.069,0.281,,0.193,,,,,,,,1626166,1610612756
2021,Caris LeVert,26.0,IND,47,24,23,0.511,1485.34,359,814,84,258,146,180,33,181,214,245,66,30,102,948,0.531,0.31695331695331697,0.22113022113022113,0.022,0.111,0.068,0.255,,0.279,,,,,,,,1627747,1610612754
2021,Carmelo Anthony,37.0,POR,69,39,30,0.565,1690.1433333333334,327,777,133,325,137,154,32,182,214,104,46,38,61,924,0.547,0.41827541827541825,0.1981981981981982,0.017,0.107,0.06,0.097,,0.228,,,,,,,,2546,1610612757
2021,Carsen Edwards,23.0,BOS,31,14,17,0.452,275.5833333333333,47,111,18,63,11,13,3,23,26,14,7,1,7,123,0.527,0.5675675675675675,0.11711711711711711,0.01,0.084,0.046,0.075,,0.187,,,,,,,,1629035,1610612738
2021,Cassius Stanley,21.0,IND,24,10,14,0.417,93.31833333333333,13,43,3,13,7,9,8,12,20,1,1,2,1,36,0.383,0.3023255813953488,0.20930232558139536,0.067,0.11,0.087,0.017,,0.198,,,,,,,,1630199,1610612754
2021,Cassius Winston,23.0,WAS,22,10,12,0.455,98.195,14,33,8,17,5,6,0,9,9,12,2,1,5,41,0.575,0.5151515151515151,0.18181818181818182,0.0,0.087,0.044,0.222,,0.182,,,,,,,,1630216,1610612764
2021,Cedi Osman,26.0,CLE,59,17,42,0.288,1510.5083333333334,219,586,99,324,76,95,38,163,201,174,53,9,80,613,0.488,0.552901023890785,0.1621160409556314,0.024,0.113,0.067,0.173,,0.198,,,,,,,,1626224,1610612739
2021,Chandler Hutchison,25.0,WAS,25,11,14,0.44,345.80333333333334,39,103,8,22,21,25,6,72,78,17,12,5,20,107,0.469,0.21359223300970873,0.24271844660194175,0.016,0.195,0.106,0.061,,0.155,,,,,,,,1628990,1610612764
2021,Charlie Brown Jr.,24.0,OKC,9,1,8,0.111,151.82666666666665,13,43,5,21,9,10,3,14,17,9,4,2,6,40,0.422,0.4883720930232558,0.23255813953488372,0.017,0.091,0.051,0.08,,0.14,,,,,,,,1629718,1610612760
2021,Chasson Randle,28.0,ORL,41,10,31,0.244,837.0483333333333,92,237,44,130,38,48,7,75,82,74,22,5,46,266,0.515,0.5485232067510548,0.20253164556962025,0.008,0.084,0.045,0.143,,0.154,,,,,,,,1626184,1610612753
2021,Chimezie Metu,24.0,SAC,36,14,22,0.389,488.0566666666667,91,179,13,37,31,43,31,81,112,28,14,18,29,226,0.571,0.20670391061452514,0.24022346368715083,0.064,0.175,0.118,0.08,,0.194,,,,,,,,1629002,1610612758
2021,Chris Boucher,28.0,TOR,60,25,35,0.417,1452.6783333333333,288,560,90,235,152,193,117,287,404,63,35,111,46,818,0.634,0.41964285714285715,0.34464285714285714,0.078,0.192,0.135,0.068,,0.202,,,,,,,,1628449,1610612761
2021,Chris Chiozza,25.0,BKN,22,12,10,0.545,232.345,31,88,13,42,13,17,3,21,24,65,7,6,16,88,0.461,0.4772727272727273,0.19318181818181818,0.012,0.088,0.049,0.382,,0.2,,,,,,,,1629185,1610612751
2021,Chris Paul,36.0,PHX,70,49,21,0.7,2199.5333333333333,439,879,102,258,169,181,25,287,312,622,99,19,156,1149,0.599,0.2935153583617747,0.20591581342434584,0.012,0.131,0.073,0.405,,0.221,,,,,,,,101108,1610612756
2021,Chris Silva,24.0,SAC,15,8,7,0.533,92.35833333333333,10,16,1,1,11,15,7,20,27,6,1,6,10,32,0.708,0.0625,0.9375,0.082,0.217,0.153,0.102,,0.151,,,,,,,,1629735,1610612758
2021,Christian Wood,25.0,HOU,41,12,29,0.293,1325.8983333333333,329,640,77,206,125,198,76,319,395,71,34,48,80,860,0.591,0.321875,0.309375,0.055,0.228,0.142,0.089,,0.255,,,,,,,,1626174,1610612745
2021,Chuma Okeke,22.0,ORL,45,15,30,0.333,1132.5533333333333,135,324,49,141,30,40,42,139,181,101,48,22,38,349,0.511,0.4351851851851852,0.12345679012345678,0.033,0.117,0.074,0.132,,0.142,,,,,,,,1629643,1610612753
2021,Clint Capela,27.0,ATL,63,34,29,0.54,1898.3766666666668,413,695,0,0,130,227,297,606,903,49,44,129,73,956,0.601,0.0,0.32661870503597124,0.155,0.301,0.23,0.039,,0.193,,,,,,,,203991,1610612737
2021,Coby White,21.0,CHI,69,30,39,0.435,2155.82,375,902,163,454,128,142,28,256,284,328,38,15,156,1041,0.54,0.5033259423503326,0.1574279379157428,0.013,0.116,0.065,0.218,,0.219,,,,,,,,1629632,1610612741
2021,Cody Martin,25.0,CHA,52,26,26,0.5,849.1916666666667,83,188,16,58,25,43,52,109,161,86,37,12,40,207,0.5,0.30851063829787234,0.22872340425531915,0.059,0.126,0.092,0.138,,0.123,,,,,,,,1628998,1610612766
2021,Cody Zeller,28.0,CHA,48,21,27,0.438,1005.3433333333334,181,324,4,28,85,119,119,209,328,86,27,17,51,451,0.599,0.08641975308641975,0.36728395061728397,0.115,0.21,0.161,0.125,,0.177,,,,,,,,203469,1610612766
2021,Cole Anthony,21.0,ORL,47,13,34,0.277,1272.8433333333332,219,552,58,172,109,131,38,183,221,192,30,18,106,605,0.496,0.3115942028985507,0.23731884057971014,0.027,0.142,0.081,0.241,,0.235,,,,,,,,1630175,1610612753
2021,Collin Sexton,22.0,CLE,60,18,42,0.3,2115.1683333333335,525,1105,98,264,312,383,58,129,187,262,62,10,167,1460,0.573,0.23891402714932128,0.34660633484162895,0.027,0.063,0.044,0.222,,0.286,,,,,,,,1629012,1610612739
2021,Cory Joseph,29.0,DET,63,25,38,0.397,1446.1283333333333,200,426,45,132,72,88,35,124,159,213,61,18,79,517,0.556,0.30985915492957744,0.20657276995305165,0.024,0.085,0.055,0.204,,0.159,,,,,,,,202709,1610612765
2021,Cristiano Felicio,28.0,CHI,18,6,12,0.333,83.55,7,13,0,2,9,16,10,16,26,9,4,0,4,23,0.574,0.15384615384615385,1.2307692307692308,0.112,0.205,0.156,0.155,,0.117,,,,,,,,1626245,1610612741
2021,D'Angelo Russell,25.0,MIN,42,16,26,0.381,1196.2566666666667,281,652,120,310,114,149,16,95,111,244,45,18,112,796,0.555,0.4754601226993865,0.2285276073619632,0.012,0.077,0.044,0.323,,0.283,,,,,,,,1626156,1610612750
2021,D.J. Augustin,33.0,HOU,57,28,29,0.491,1128.8133333333333,135,343,83,217,85,94,20,74,94,188,28,1,65,438,0.57,0.6326530612244898,0.27405247813411077,0.017,0.063,0.04,0.223,,0.164,,,,,,,,201571,1610612745
2021,D.J. Wilson,25.0,HOU,35,13,22,0.371,432.63,68,168,30,87,17,25,20,92,112,23,11,16,22,183,0.511,0.5178571428571429,0.1488095238095238,0.042,0.199,0.12,0.088,,0.195,,,,,,,,1628391,1610612745
2021,DaQuan Jeffries,23.0,SAS,31,6,25,0.194,492.7733333333333,50,120,20,67,7,8,19,52,71,22,15,10,14,127,0.514,0.5583333333333333,0.06666666666666667,0.036,0.103,0.068,0.059,,0.114,,,,,,,,1629610,1610612759
2021,Dakota Mathias,25.0,PHI,8,4,4,0.5,123.46,19,48,8,26,2,6,1,6,7,13,1,3,1,48,0.474,0.5416666666666666,0.125,0.007,0.041,0.023,0.157,,0.166,,,,,,,,1629751,1610612755
2021,Damian Jones,26.0,SAC,39,24,15,0.615,545.7266666666667,70,103,1,5,42,58,36,85,121,29,11,29,26,183,0.712,0.04854368932038835,0.5631067961165048,0.064,0.156,0.109,0.075,,0.12,,,,,,,,1627745,1610612758
2021,Damian Lillard,30.0,POR,67,39,28,0.582,2397.7966666666666,602,1334,275,704,449,484,32,251,283,505,62,17,203,1928,0.623,0.527736131934033,0.36281859070464767,0.012,0.104,0.057,0.334,,0.306,,,,,,,,203081,1610612757
2021,Damion Lee,28.0,GSW,57,28,29,0.491,1079.0,128,274,77,194,40,44,22,158,180,73,38,8,30,373,0.636,0.708029197080292,0.16058394160583941,0.02,0.142,0.081,0.094,,0.127,,,,,,,,1627814,1610612744
2021,Damyean Dotson,27.0,CLE,46,14,32,0.304,907.2183333333334,119,293,46,159,24,36,5,88,93,91,16,4,42,308,0.499,0.5426621160409556,0.12286689419795221,0.005,0.095,0.048,0.161,,0.162,,,,,,,,1628422,1610612739
2021,Daniel Gafford,22.0,WAS,54,31,23,0.574,791.3866666666667,154,225,0,0,72,108,94,137,231,29,26,75,41,380,0.697,0.0,0.48,0.118,0.16,0.14,0.051,,0.161,,,,,,,,1629655,1610612764
2021,Daniel Oturu,21.0,LAC,30,21,9,0.7,160.90333333333334,22,52,1,5,9,12,21,27,48,10,4,7,9,54,0.471,0.09615384615384616,0.23076923076923078,0.119,0.157,0.138,0.092,,0.174,,,,,,,,1630187,1610612746
2021,Daniel Theis,29.0,CHI,65,28,37,0.431,1600.6766666666667,252,466,49,152,74,110,93,263,356,108,41,57,66,627,0.609,0.3261802575107296,0.23605150214592274,0.057,0.164,0.11,0.097,,0.154,,,,,,,,1628464,1610612741
2021,Danilo Gallinari,32.0,ATL,51,29,22,0.569,1221.8916666666667,206,475,103,254,161,174,17,194,211,76,30,10,43,676,0.613,0.5347368421052632,0.3663157894736842,0.015,0.155,0.087,0.099,,0.211,,,,,,,,201568,1610612737
2021,Danny Green,34.0,PHI,69,46,23,0.667,1934.3583333333333,224,544,175,432,31,40,55,205,260,118,92,56,67,654,0.582,0.7941176470588235,0.07352941176470588,0.029,0.1,0.066,0.08,,0.138,,,,,,,,201980,1610612755
2021,Danté Exum,25.0,HOU,6,3,3,0.5,116.14833333333333,10,26,2,11,1,2,2,15,17,13,4,2,7,23,0.428,0.4230769230769231,0.07692307692307693,0.015,0.129,0.069,0.155,,0.119,,,,,,,,203957,1610612745
2021,Danuel House Jr.,28.0,HOU,36,8,28,0.222,932.3383333333334,110,272,54,156,41,63,18,114,132,69,20,16,36,315,0.525,0.5735294117647058,0.23161764705882354,0.018,0.121,0.067,0.11,,0.153,,,,,,,,1627863,1610612745
2021,Dario Šarić,27.0,PHX,50,37,13,0.74,870.4833333333333,153,342,47,135,84,99,46,144,190,65,30,4,57,437,0.567,0.39473684210526316,0.2894736842105263,0.055,0.168,0.112,0.104,,0.218,,,,,,,,203967,1610612756
2021,Darius Bazley,21.0,OKC,55,16,39,0.291,1714.205,273,690,83,286,125,178,51,345,396,99,29,25,122,754,0.491,0.4144927536231884,0.2579710144927536,0.027,0.193,0.108,0.091,,0.218,,,,,,,,1629647,1610612760
2021,Darius Garland,21.0,CLE,54,18,36,0.333,1789.9433333333334,362,802,105,266,112,132,23,106,129,329,66,6,164,941,0.547,0.3316708229426434,0.16458852867830423,0.013,0.062,0.037,0.298,,0.245,,,,,,,,1629636,1610612739
2021,Darius Miller,31.0,OKC,18,5,13,0.278,196.795,22,48,17,42,12,12,2,22,24,21,13,5,8,73,0.685,0.875,0.25,0.011,0.103,0.06,0.151,,0.127,,,,,,,,203121,1610612760
2021,David Nwaba,28.0,HOU,30,8,22,0.267,678.5633333333334,106,218,17,63,47,68,40,78,118,31,30,21,17,276,0.557,0.2889908256880734,0.3119266055045872,0.055,0.108,0.081,0.07,,0.163,,,,,,,,1628021,1610612745
2021,Davis Bertans,28.0,WAS,57,29,28,0.509,1463.675,193,478,169,428,100,115,18,150,168,49,33,13,33,655,0.62,0.895397489539749,0.2405857740585774,0.011,0.095,0.053,0.043,,0.148,,,,,,,,202722,1610612764
2021,De'Aaron Fox,23.0,SAC,58,24,34,0.414,2036.1416666666667,529,1110,103,320,300,417,33,170,203,417,87,27,174,1461,0.565,0.2882882882882883,0.37567567567567567,0.016,0.085,0.05,0.326,,0.304,,,,,,,,1628368,1610612758
2021,De'Andre Hunter,23.0,ATL,23,12,11,0.522,677.7966666666666,120,248,31,95,73,85,17,93,110,44,19,12,29,344,0.603,0.38306451612903225,0.34274193548387094,0.024,0.125,0.076,0.098,,0.194,,,,,,,,1629631,1610612737
2021,De'Anthony Melton,23.0,MEM,52,27,25,0.519,1045.2133333333334,172,393,87,211,41,51,30,131,161,132,60,31,66,472,0.568,0.5368956743002544,0.1297709923664122,0.026,0.118,0.072,0.172,,0.189,,,,,,,,1629001,1610612763
2021,DeAndre Jordan,32.0,BKN,57,37,20,0.649,1246.0183333333334,190,249,0,1,46,92,117,310,427,93,17,65,85,426,0.736,0.004016064257028112,0.36947791164658633,0.097,0.231,0.168,0.099,,0.128,,,,,,,,201599,1610612751
2021,DeAndre' Bembry,26.0,TOR,51,23,28,0.451,971.875,117,228,14,53,45,66,33,113,146,107,53,18,71,293,0.57,0.2324561403508772,0.2894736842105263,0.033,0.112,0.072,0.157,,0.142,,,,,,,,1627761,1610612761
2021,DeMar DeRozan,31.0,SAS,61,27,34,0.443,2056.46,455,920,19,74,387,440,40,219,259,422,56,15,119,1316,0.591,0.08043478260869565,0.4782608695652174,0.019,0.106,0.062,0.309,,0.255,,,,,,,,201942,1610612759
2021,DeMarcus Cousins,30.0,LAC,41,22,19,0.537,712.8716666666667,130,305,47,135,59,81,53,210,263,76,34,24,64,366,0.537,0.4426229508196721,0.26557377049180325,0.07,0.293,0.178,0.174,,0.239,,,,,,,,202326,1610612746
2021,Dean Wade,24.0,CLE,63,19,44,0.302,1212.1083333333333,134,311,78,213,30,39,38,177,215,74,35,21,30,376,0.573,0.684887459807074,0.12540192926045016,0.031,0.154,0.09,0.094,,0.128,,,,,,,,1629731,1610612739
2021,Deandre Ayton,22.0,PHX,69,48,21,0.696,2114.59,430,687,4,20,133,173,228,499,727,99,41,81,103,997,0.653,0.02911208151382824,0.25181950509461426,0.117,0.236,0.179,0.066,,0.179,,,,,,,,1629028,1610612756
2021,Deividas Sirvydis,21.0,DET,20,8,12,0.4,133.11333333333334,14,40,10,28,3,6,0,29,29,5,2,0,5,41,0.481,0.7,0.15,0.0,0.225,0.107,0.062,,0.15,,,,,,,,1629686,1610612765
2021,Dejounte Murray,24.0,SAS,67,32,35,0.478,2139.415,441,974,63,199,106,134,58,415,473,363,101,7,117,1051,0.509,0.20431211498973306,0.1375770020533881,0.026,0.19,0.108,0.246,,0.231,,,,,,,,1627749,1610612759
2021,Delon Wright,29.0,SAC,63,21,42,0.333,1747.9483333333333,240,518,64,172,101,126,65,204,269,278,101,30,83,645,0.562,0.33204633204633205,0.24324324324324326,0.036,0.122,0.077,0.237,,0.163,,,,,,,,1626153,1610612758
2021,Deni Avdija,20.0,WAS,54,25,29,0.463,1256.8766666666668,130,312,53,168,29,45,22,240,262,63,32,15,33,342,0.515,0.5384615384615384,0.14423076923076922,0.017,0.181,0.099,0.064,,0.118,,,,,,,,1630166,1610612764
2021,Dennis Schröder,27.0,LAL,61,38,23,0.623,1956.2766666666666,332,760,71,212,206,243,30,181,211,351,70,13,163,941,0.543,0.2789473684210526,0.31973684210526315,0.016,0.093,0.055,0.262,,0.227,,,,,,,,203471,1610612747
2021,Dennis Smith Jr.,23.0,DET,23,7,16,0.304,420.0183333333333,58,145,19,58,19,26,12,43,55,77,23,14,26,154,0.492,0.4,0.1793103448275862,0.029,0.099,0.065,0.276,,0.191,,,,,,,,1628372,1610612765
2021,Denzel Valentine,27.0,CHI,62,26,36,0.419,1035.775,155,416,80,242,16,17,24,173,197,105,30,7,42,406,0.479,0.5817307692307693,0.040865384615384616,0.022,0.168,0.094,0.144,,0.19,,,,,,,,1627756,1610612741
2021,Derrick Favors,29.0,UTA,68,49,19,0.721,1039.205,155,243,0,2,59,80,138,238,376,44,32,68,36,369,0.663,0.00823045267489712,0.3292181069958848,0.13,0.227,0.178,0.059,,0.125,,,,,,,,202324,1610612762
2021,Derrick Jones Jr.,24.0,POR,58,32,26,0.552,1317.9283333333333,147,304,43,136,59,91,77,128,205,47,37,54,32,396,0.576,0.4473684210526316,0.2993421052631579,0.055,0.094,0.074,0.049,,0.122,,,,,,,,1627884,1610612757
2021,Derrick Rose,32.0,NYK,50,28,22,0.56,1278.8583333333333,287,611,50,129,110,127,20,110,130,209,49,19,78,734,0.55,0.21112929623567922,0.2078559738134206,0.015,0.081,0.049,0.276,,0.252,,,,,,,,201565,1610612752
2021,Derrick White,26.0,SAS,36,18,18,0.5,1063.5383333333334,186,453,84,243,97,114,13,94,107,127,26,36,45,553,0.55,0.5364238410596026,0.25165562913907286,0.012,0.086,0.049,0.168,,0.223,,,,,,,,1628401,1610612759
2021,Desmond Bane,23.0,MEM,68,36,32,0.529,1518.965,234,499,117,271,40,49,31,179,210,118,41,16,59,625,0.6,0.5430861723446894,0.09819639278557114,0.019,0.116,0.066,0.105,,0.155,,,,,,,,1630217,1610612763
2021,Devin Booker,24.0,PHX,67,48,19,0.716,2270.0533333333333,623,1287,126,371,340,392,34,247,281,289,53,16,207,1712,0.587,0.28826728826728826,0.3045843045843046,0.016,0.108,0.064,0.2,,0.319,,,,,,,,1626164,1610612756
2021,Devin Cannady,25.0,ORL,8,0,8,0.0,74.35,11,28,6,16,6,7,0,5,5,1,5,1,2,34,0.547,0.5714285714285714,0.25,0.0,0.065,0.03,0.023,,0.181,,,,,,,,1629962,1610612753
2021,Devin Vassell,20.0,SAS,62,30,32,0.484,1055.9633333333334,123,303,52,150,43,51,24,150,174,56,43,18,22,341,0.524,0.49504950495049505,0.16831683168316833,0.021,0.138,0.079,0.071,,0.138,,,,,,,,1630170,1610612759
2021,Devon Dotson,21.0,CHI,11,4,7,0.364,50.21333333333333,11,21,1,7,0,0,2,3,5,7,4,0,0,23,0.548,0.3333333333333333,0.0,0.039,0.061,0.05,0.2,,0.16,,,,,,,,1629653,1610612741
