season_end,Player,Age,Tm,GP,W,L,W_PCT,MP,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TOV,PTS,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,PER,WS,OWS,DWS,WS/48,BPM,VORP
2015,Rajon Rondo,28.0,DAL,,,,,1319.0,,445.0,,,,42.0,,,,301.0,54.0,4.0,135.0,426.0,0.46,0.121,0.094,0.04,0.133,0.086,0.34,0.226,0.203,12.4,0.6,-0.5,1.2,0.023,-1.0,0.3
2015,Derrick Rose,26.0,CHI,,,,,1530.0,,835.0,,,,187.0,,,,251.0,36.0,16.0,161.0,904.0,0.493,0.325,0.224,0.026,0.087,0.057,0.307,0.149,0.317,15.9,1.2,0.0,1.2,0.038,-1.3,0.3
2015,Terrence Ross,23.0,TOR,,,,,2092.0,,753.0,,,,56.0,,,,86.0,53.0,25.0,69.0,807.0,0.519,0.518,0.074,0.018,0.107,0.062,0.065,0.081,0.183,11.2,2.4,1.3,1.0,0.054,-1.6,0.2
2015,Ricky Rubio,24.0,MIN,,,,,692.0,,219.0,,,,71.0,,,,193.0,38.0,1.0,64.0,226.0,0.452,0.233,0.324,0.03,0.181,0.103,0.435,0.204,0.2,15.2,0.5,0.1,0.4,0.033,-0.5,0.3
2015,Damjan Rudez,28.0,IND,,,,,1047.0,,263.0,,,,23.0,,,,53.0,16.0,5.0,47.0,323.0,0.591,0.646,0.087,0.009,0.0409999999999999,0.025,0.079,0.147,0.138,8.2,1.3,0.6,0.7,0.061,-2.5,-0.1
2015,Brandon Rush,29.0,GSW,,,,,271.0,,54.0,,,,11.0,,,,12.0,5.0,12.0,11.0,30.0,0.255,0.5,0.204,0.016,0.143,0.0819999999999999,0.054,0.158,0.1119999999999999,0.8,-0.3,-0.7,0.4,-0.056,-6.0,-0.3
2015,Robert Sacre,25.0,LAL,,,,,1133.0,,306.0,,,,82.0,,,,55.0,28.0,43.0,36.0,307.0,0.449,0.003,0.268,0.084,0.146,0.114,0.074,0.095,0.148,10.9,0.8,0.3,0.6,0.035,-2.8,-0.2
2015,John Salmons,35.0,NOP,,,,,270.0,,48.0,,,,4.0,,,,13.0,9.0,4.0,5.0,42.0,0.422,0.542,0.083,0.017,0.071,0.044,0.066,0.091,0.093,5.1,0.1,0.0,0.1,0.017,-2.9,-0.1
2015,JaKarr Sampson,21.0,PHI,,,,,1131.0,,346.0,,,,94.0,,,,77.0,38.0,26.0,76.0,386.0,0.498,0.367,0.272,0.032,0.129,0.078,0.12,0.1639999999999999,0.179,9.4,0.6,-0.5,1.1,0.025,-4.4,-0.7
2015,Larry Sanders,26.0,MIL,,,,,586.0,,172.0,,,,48.0,,,,23.0,26.0,39.0,28.0,196.0,0.507,0.0,0.279,0.132,0.192,0.162,0.063,0.127,0.17,15.2,1.6,0.4,1.2,0.132,1.4,0.5
2015,Dennis Schroder,21.0,ATL,,,,,1516.0,,665.0,,,,179.0,,,,317.0,49.0,4.0,150.0,768.0,0.516,0.223,0.269,0.023,0.099,0.062,0.346,0.168,0.27,15.7,2.5,1.1,1.4,0.08,-2.4,-0.2
2015,Luis Scola,34.0,IND,,,,,1659.0,,642.0,,,,226.0,,,,105.0,47.0,18.0,94.0,763.0,0.515,0.031,0.352,0.093,0.256,0.175,0.11,0.113,0.228,16.8,4.4,1.7,2.7,0.126,-0.7,0.5
2015,Mike Scott,26.0,ATL,,,,,1123.0,,453.0,,,,77.0,,,,75.0,25.0,3.0,39.0,529.0,0.543,0.424,0.17,0.047,0.152,0.1009999999999999,0.109,0.074,0.214,15.1,2.7,1.6,1.1,0.115,-1.6,0.1
2015,Thabo Sefolosha,30.0,ATL,,,,,976.0,,249.0,,,,58.0,,,,75.0,53.0,21.0,38.0,278.0,0.506,0.313,0.233,0.064,0.193,0.131,0.1119999999999999,0.122,0.146,13.8,2.5,0.8,1.7,0.121,1.3,0.8
2015,Kevin Seraphin,25.0,WAS,,,,,1235.0,,450.0,,,,82.0,,,,59.0,10.0,59.0,98.0,520.0,0.535,0.004,0.182,0.081,0.179,0.131,0.08,0.168,0.215,12.5,1.7,0.0,1.7,0.066,-3.0,-0.3
2015,Ramon Sessions,28.0,SAC,,,,,642.0,,183.0,,,,88.0,,,,96.0,13.0,0.0,51.0,196.0,0.442,0.153,0.481,0.024,0.096,0.061,0.2269999999999999,0.187,0.187,8.1,-0.3,-0.4,0.1,-0.025,-6.2,-0.7
2015,Ramon Sessions,28.0,WAS,,,,,546.0,,151.0,,,,85.0,,,,86.0,16.0,0.0,35.0,206.0,0.547,0.212,0.563,0.021,0.131,0.077,0.2339999999999999,0.157,0.186,14.7,1.4,0.8,0.6,0.125,-1.0,0.1
2015,Iman Shumpert,24.0,NYK,,,,,625.0,,215.0,,,,37.0,,,,78.0,30.0,3.0,42.0,224.0,0.484,0.307,0.172,0.04,0.1119999999999999,0.075,0.213,0.154,0.201,11.9,0.3,-0.1,0.3,0.02,-1.9,0.0
2015,Iman Shumpert,24.0,CLE,,,,,920.0,,256.0,,,,27.0,,,,57.0,51.0,13.0,49.0,272.0,0.508,0.508,0.105,0.042,0.135,0.089,0.093,0.155,0.156,11.1,1.2,0.1,1.1,0.065,0.6,0.6
2015,Alexey Shved,26.0,PHI,,,,,285.0,,130.0,,,,57.0,,,,46.0,14.0,1.0,18.0,169.0,0.545,0.438,0.438,0.0289999999999999,0.0559999999999999,0.042,0.313,0.104,0.265,20.0,0.9,0.7,0.2,0.16,0.0,0.1
2015,Alexey Shved,26.0,HOU,,,,,59.0,,24.0,,,,11.0,,,,3.0,1.0,0.0,5.0,29.0,0.503,0.5,0.458,0.019,0.0559999999999999,0.037,0.081,0.148,0.249,9.3,0.0,0.0,0.0,0.013,-8.8,-0.1
2015,Alexey Shved,26.0,NYK,,,,,423.0,,181.0,,,,82.0,,,,57.0,15.0,5.0,25.0,236.0,0.544,0.387,0.453,0.037,0.166,0.1,0.244,0.103,0.263,20.5,1.2,0.9,0.2,0.135,2.1,0.4
2015,Henry Sims,24.0,PHI,,,,,1399.0,,502.0,,,,137.0,,,,79.0,39.0,30.0,99.0,586.0,0.521,0.044,0.273,0.089,0.1939999999999999,0.139,0.107,0.15,0.206,14.5,2.1,0.5,1.5,0.072,-3.4,-0.5
2015,Kyle Singler,26.0,DET,,,,,1287.0,,350.0,,,,36.0,,,,67.0,33.0,14.0,42.0,385.0,0.526,0.534,0.103,0.019,0.102,0.059,0.079,0.103,0.14,9.4,1.6,0.8,0.8,0.061,-1.2,0.3
2015,Kyle Singler,26.0,OKC,,,,,456.0,,96.0,,,,16.0,,,,18.0,14.0,7.0,13.0,95.0,0.461,0.563,0.167,0.024,0.104,0.065,0.054,0.1119999999999999,0.11,5.8,0.4,0.0,0.4,0.041,-2.6,-0.1
2015,Donald Sloan,27.0,IND,,,,,1107.0,,355.0,,,,77.0,,,,190.0,23.0,0.0,65.0,391.0,0.503,0.369,0.217,0.012,0.13,0.071,0.275,0.143,0.186,13.1,2.0,0.9,1.1,0.085,-1.4,0.2
2015,Marcus Smart,20.0,BOS,,,,,1808.0,,477.0,,,,127.0,,,,208.0,99.0,18.0,90.0,523.0,0.491,0.57,0.266,0.036,0.099,0.067,0.163,0.144,0.151,11.0,2.9,0.7,2.2,0.077,1.1,1.4
2015,Greg Smith,24.0,DAL,,,,,363.0,,49.0,,,,39.0,,,,9.0,7.0,11.0,11.0,80.0,0.605,0.0,0.796,0.078,0.161,0.119,0.034,0.143,0.095,10.2,0.8,0.5,0.3,0.108,-1.0,0.1
2015,Ish Smith,26.0,OKC,,,,,155.0,,45.0,,,,9.0,,,,28.0,4.0,1.0,9.0,37.0,0.378,0.111,0.2,0.035,0.15,0.093,0.256,0.155,0.161,9.0,0.0,-0.1,0.1,0.014,-5.7,-0.1
2015,Ish Smith,26.0,PHI,,,,,677.0,,322.0,,,,48.0,,,,152.0,32.0,5.0,69.0,301.0,0.439,0.171,0.149,0.015,0.106,0.0579999999999999,0.441,0.1669999999999999,0.265,13.0,-0.1,-0.8,0.6,-0.01,-3.7,-0.3
2015,J.R. Smith,29.0,NYK,,,,,619.0,,251.0,,,,39.0,,,,81.0,18.0,4.0,45.0,261.0,0.487,0.359,0.155,0.0069999999999999,0.104,0.054,0.233,0.144,0.233,11.5,-0.1,-0.2,0.1,-0.008,-4.3,-0.4
2015,J.R. Smith,29.0,CLE,,,,,1461.0,,504.0,,,,33.0,,,,114.0,64.0,18.0,52.0,586.0,0.565,0.667,0.065,0.021,0.104,0.063,0.123,0.091,0.176,14.5,3.8,2.4,1.3,0.124,2.9,1.8
2015,Jason Smith,28.0,NYK,,,,,1785.0,,592.0,,,,153.0,,,,140.0,32.0,44.0,104.0,656.0,0.497,0.071,0.258,0.062,0.15,0.105,0.135,0.136,0.1969999999999999,12.0,1.2,0.5,0.7,0.032,-3.4,-0.6
2015,Josh Smith,29.0,DET,,,,,896.0,,391.0,,,,111.0,,,,132.0,37.0,48.0,72.0,367.0,0.417,0.095,0.284,0.061,0.1889999999999999,0.123,0.247,0.141,0.253,14.3,0.2,-1.1,1.3,0.012,1.1,0.7
2015,Josh Smith,29.0,HOU,,,,,1404.0,,596.0,,,,144.0,,,,145.0,50.0,68.0,134.0,660.0,0.5,0.32,0.242,0.079,0.179,0.129,0.178,0.1689999999999999,0.245,15.2,2.1,-0.1,2.2,0.071,0.9,1.0
2015,Russ Smith,23.0,NOP,,,,,29.0,,10.0,,,,0.0,,,,2.0,0.0,0.0,7.0,5.0,0.25,0.6,0.0,0.0,0.1169999999999999,0.059,0.096,0.412,0.267,-16.6,-0.3,-0.3,0.0,-0.477,-20.7,-0.1
2015,Russ Smith,23.0,MEM,,,,,36.0,,15.0,,,,13.0,,,,6.0,3.0,0.0,5.0,25.0,0.603,0.333,0.867,0.032,0.063,0.048,0.273,0.1939999999999999,0.3279999999999999,22.7,0.2,0.1,0.1,0.214,2.2,0.0
2015,Tony Snell,23.0,CHI,,,,,1412.0,,371.0,,,,55.0,,,,62.0,32.0,11.0,48.0,435.0,0.55,0.531,0.148,0.025,0.109,0.068,0.068,0.108,0.141,10.2,2.4,1.2,1.2,0.082,-1.5,0.2
2015,Marreese Speights,27.0,GSW,,,,,1207.0,,646.0,,,,178.0,,,,72.0,20.0,34.0,82.0,791.0,0.546,0.028,0.276,0.1009999999999999,0.187,0.145,0.099,0.102,0.291,19.5,4.0,2.2,1.8,0.158,-2.6,-0.2
2015,Tiago Splitter,30.0,SAS,,,,,1030.0,,303.0,,,,120.0,,,,78.0,35.0,37.0,60.0,428.0,0.601,0.0,0.396,0.102,0.174,0.139,0.118,0.144,0.184,18.9,4.0,2.3,1.7,0.189,3.3,1.4
2015,Nik Stauskas,21.0,SAC,,,,,1127.0,,296.0,,,,64.0,,,,67.0,20.0,17.0,40.0,319.0,0.492,0.503,0.216,0.011,0.075,0.044,0.09,0.11,0.142,7.5,0.5,0.3,0.2,0.021,-3.9,-0.5
2015,Lance Stephenson,24.0,CHA,,,,,1573.0,,550.0,,,,110.0,,,,240.0,38.0,8.0,128.0,501.0,0.419,0.191,0.2,0.027,0.171,0.0969999999999999,0.254,0.176,0.211,8.8,-0.9,-2.7,1.8,-0.026,-3.5,-0.6
2015,Greg Stiemsma,29.0,TOR,,,,,66.0,,8.0,,,,4.0,,,,3.0,2.0,0.0,7.0,14.0,0.717,0.0,0.5,0.157,0.105,0.131,0.066,0.418,0.115,7.8,0.1,0.0,0.0,0.05,-1.7,0.0
2015,David Stockton,23.0,SAC,,,,,33.0,,6.0,,,,6.0,,,,9.0,2.0,0.0,4.0,8.0,0.463,0.333,1.0,0.0,0.066,0.034,0.391,0.316,0.1689999999999999,10.8,0.0,0.0,0.0,-0.014,-8.4,-0.1
2015,Jarnell Stokes,21.0,MEM,,,,,126.0,,37.0,,,,28.0,,,,4.0,5.0,5.0,7.0,57.0,0.578,0.0,0.757,0.146,0.163,0.154,0.052,0.124,0.205,18.6,0.5,0.3,0.2,0.186,0.5,0.1
2015,Amar'e Stoudemire,32.0,NYK,,,,,865.0,,311.0,,,,127.0,,,,37.0,20.0,34.0,63.0,432.0,0.589,0.01,0.408,0.108,0.223,0.1639999999999999,0.081,0.147,0.2289999999999999,19.5,2.2,1.5,0.7,0.12,-1.1,0.2
2015,Amar'e Stoudemire,32.0,DAL,,,,,380.0,,179.0,,,,59.0,,,,8.0,9.0,4.0,15.0,248.0,0.605,0.006,0.33,0.078,0.165,0.121,0.039,0.068,0.258,22.3,1.4,1.1,0.3,0.181,-2.2,0.0
2015,Rodney Stuckey,28.0,IND,,,,,1874.0,,754.0,,,,216.0,,,,219.0,56.0,10.0,118.0,896.0,0.528,0.187,0.286,0.021,0.124,0.073,0.2019999999999999,0.122,0.2339999999999999,15.4,4.0,1.9,2.2,0.103,-0.1,0.9
2015,Jared Sullinger,22.0,BOS,,,,,1566.0,,708.0,,,,129.0,,,,134.0,44.0,42.0,78.0,770.0,0.503,0.26,0.182,0.1009999999999999,0.209,0.154,0.142,0.093,0.236,17.9,4.0,1.9,2.1,0.123,2.0,1.6
2015,Jeffery Taylor,25.0,CHA,,,,,430.0,,114.0,,,,41.0,,,,22.0,12.0,1.0,19.0,127.0,0.481,0.316,0.36,0.035,0.103,0.068,0.0819999999999999,0.126,0.16,8.2,0.3,-0.1,0.4,0.034,-4.0,-0.2
2015,Jeff Teague,26.0,ATL,,,,,2228.0,,887.0,,,,319.0,,,,513.0,125.0,31.0,205.0,1162.0,0.566,0.233,0.36,0.016,0.077,0.047,0.379,0.166,0.253,20.6,7.7,5.0,2.8,0.166,1.8,2.1
2015,Mirza Teletovic,29.0,BKN,,,,,892.0,,319.0,,,,46.0,,,,46.0,14.0,16.0,53.0,339.0,0.5,0.605,0.144,0.034,0.209,0.122,0.081,0.135,0.201,10.7,0.5,-0.3,0.8,0.026,-2.6,-0.1
2015,Sebastian Telfair,29.0,OKC,,,,,327.0,,125.0,,,,34.0,,,,45.0,10.0,0.0,18.0,134.0,0.479,0.48,0.272,0.0069999999999999,0.09,0.049,0.208,0.114,0.208,11.4,0.4,0.2,0.2,0.063,-3.4,-0.1
2015,Garrett Temple,28.0,WAS,,,,,735.0,,170.0,,,,48.0,,,,56.0,42.0,9.0,34.0,204.0,0.534,0.518,0.282,0.038,0.099,0.069,0.11,0.151,0.139,10.9,1.5,0.4,1.1,0.1,0.8,0.5
2015,Jason Terry,37.0,HOU,,,,,1641.0,,446.0,,,,48.0,,,,147.0,66.0,19.0,74.0,541.0,0.579,0.724,0.108,0.01,0.071,0.0409999999999999,0.138,0.1369999999999999,0.143,11.4,3.6,2.0,1.5,0.104,-0.4,0.7
2015,Isaiah Thomas,25.0,PHX,,,,,1181.0,,512.0,,,,211.0,,,,171.0,45.0,5.0,89.0,701.0,0.579,0.404,0.412,0.024,0.078,0.051,0.236,0.128,0.258,19.7,4.0,3.2,0.7,0.162,1.5,1.0
2015,Isaiah Thomas,25.0,BOS,,,,,545.0,,285.0,,,,137.0,,,,113.0,12.0,0.0,54.0,400.0,0.579,0.488,0.481,0.0139999999999999,0.075,0.044,0.352,0.135,0.321,22.3,2.1,1.8,0.3,0.185,2.5,0.6
2015,Lance Thomas,26.0,OKC,,,,,450.0,,126.0,,,,33.0,,,,20.0,11.0,0.0,17.0,113.0,0.402,0.008,0.262,0.068,0.11,0.089,0.063,0.108,0.151,6.6,0.0,-0.2,0.3,0.005,-5.5,-0.4
2015,Lance Thomas,26.0,NYK,,,,,1040.0,,316.0,,,,66.0,,,,49.0,26.0,8.0,57.0,330.0,0.478,0.066,0.209,0.04,0.095,0.067,0.079,0.142,0.178,8.6,-0.5,-0.6,0.2,-0.022,-5.7,-1.0
2015,Malcolm Thomas,26.0,PHI,,,,,194.0,,40.0,,,,13.0,,,,7.0,3.0,1.0,13.0,45.0,0.492,0.175,0.325,0.085,0.235,0.156,0.06,0.221,0.132,8.2,0.1,-0.1,0.2,0.023,-7.4,-0.3
2015,Tyrus Thomas,28.0,MEM,,,,,7.0,,1.0,,,,2.0,,,,1.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.225,0.0,0.123,31.4,0.1,0.1,0.0,0.477,-1.6,0.0
2015,Hollis Thompson,23.0,PHI,,,,,1776.0,,543.0,,,,89.0,,,,85.0,57.0,26.0,66.0,626.0,0.538,0.529,0.164,0.031,0.093,0.06,0.084,0.102,0.159,10.9,2.6,1.3,1.3,0.07,-2.1,0.0
2015,Jason Thompson,28.0,SAC,,,,,1991.0,,428.0,,,,143.0,,,,85.0,33.0,57.0,84.0,491.0,0.5,0.002,0.334,0.0819999999999999,0.215,0.151,0.065,0.146,0.127,10.2,2.4,0.9,1.5,0.057,-1.7,0.1
2015,Klay Thompson,24.0,GSW,,,,,2455.0,,1299.0,,,,256.0,,,,222.0,87.0,60.0,149.0,1668.0,0.591,0.42,0.197,0.012,0.094,0.054,0.146,0.095,0.276,20.8,8.8,5.7,3.1,0.172,2.7,2.9
2015,Tristan Thompson,23.0,CLE,,,,,2194.0,,488.0,,,,248.0,,,,39.0,34.0,61.0,83.0,693.0,0.58,0.0,0.508,0.145,0.1969999999999999,0.172,0.027,0.122,0.14,15.6,6.8,4.7,2.1,0.148,-0.6,0.8
2015,Marcus Thornton,27.0,BOS,,,,,640.0,,305.0,,,,51.0,,,,34.0,21.0,7.0,22.0,348.0,0.531,0.407,0.167,0.032,0.094,0.062,0.088,0.063,0.239,15.8,1.4,0.8,0.6,0.104,-1.7,0.0
2015,Marcus Thornton,27.0,PHX,,,,,81.0,,40.0,,,,5.0,,,,2.0,6.0,0.0,5.0,32.0,0.379,0.475,0.125,0.054,0.123,0.088,0.039,0.106,0.256,8.3,-0.1,-0.2,0.1,-0.077,-7.7,-0.1
2015,Anthony Tolliver,29.0,PHX,,,,,272.0,,74.0,,,,6.0,,,,10.0,4.0,1.0,11.0,80.0,0.522,0.838,0.081,0.024,0.155,0.089,0.052,0.126,0.142,7.8,0.2,0.1,0.2,0.04,-3.9,-0.1
2015,Anthony Tolliver,29.0,DET,,,,,1160.0,,319.0,,,,63.0,,,,49.0,20.0,15.0,40.0,402.0,0.58,0.715,0.197,0.0409999999999999,0.143,0.09,0.065,0.103,0.148,11.8,2.5,1.8,0.8,0.104,0.1,0.6
2015,P.J. Tucker,29.0,PHX,,,,,2383.0,,596.0,,,,143.0,,,,122.0,107.0,23.0,96.0,713.0,0.541,0.423,0.24,0.052,0.18,0.115,0.074,0.127,0.139,12.5,4.9,2.2,2.7,0.098,1.2,1.9
2015,Ronny Turiaf,32.0,MIN,,,,,19.0,,0.0,,,,0.0,,,,2.0,0.0,0.0,0.0,0.0,,,,0.0,0.062,0.03,0.14,,0.0,4.3,0.0,0.0,0.0,0.009,-7.7,0.0
2015,Hedo Turkoglu,35.0,LAC,,,,,705.0,,188.0,,,,11.0,,,,37.0,19.0,7.0,29.0,232.0,0.602,0.739,0.059,0.008,0.147,0.079,0.075,0.131,0.142,10.5,1.2,0.6,0.6,0.081,-0.9,0.2
2015,Evan Turner,26.0,BOS,,,,,2260.0,,746.0,,,,141.0,,,,449.0,83.0,19.0,198.0,779.0,0.482,0.16,0.189,0.019,0.185,0.1009999999999999,0.3,0.1969999999999999,0.195,12.8,2.5,-0.3,2.8,0.054,-1.0,0.6
2015,Ekpe Udoh,27.0,LAC,,,,,128.0,,24.0,,,,9.0,,,,8.0,8.0,7.0,7.0,29.0,0.519,0.0,0.375,0.063,0.1639999999999999,0.114,0.085,0.2,0.123,11.6,0.3,0.0,0.2,0.101,0.7,0.1
2015,Beno Udrih,32.0,MEM,,,,,1494.0,,505.0,,,,102.0,,,,220.0,46.0,8.0,89.0,605.0,0.55,0.192,0.202,0.015,0.094,0.055,0.24,0.139,0.196,15.4,3.6,2.0,1.6,0.115,-0.8,0.5
2015,Jonas Valanciunas,22.0,TOR,,,,,2096.0,,652.0,,,,276.0,,,,39.0,33.0,95.0,109.0,963.0,0.623,0.002,0.423,0.118,0.263,0.191,0.031,0.124,0.191,20.6,8.2,5.8,2.4,0.189,-0.5,0.8
2015,Anderson Varejao,32.0,CLE,,,,,636.0,,200.0,,,,45.0,,,,35.0,19.0,16.0,35.0,255.0,0.58,0.01,0.225,0.104,0.201,0.153,0.091,0.1369999999999999,0.181,17.7,1.9,1.2,0.7,0.145,0.9,0.5
2015,Greivis Vasquez,28.0,TOR,,,,,1991.0,,725.0,,,,66.0,,,,302.0,46.0,10.0,119.0,775.0,0.514,0.484,0.091,0.013,0.1119999999999999,0.063,0.239,0.136,0.198,12.6,2.8,1.9,0.9,0.066,-1.1,0.4
2015,Charlie Villanueva,30.0,DAL,,,,,678.0,,362.0,,,,35.0,,,,19.0,15.0,22.0,28.0,403.0,0.534,0.61,0.097,0.048,0.193,0.121,0.047,0.069,0.267,17.4,1.4,0.6,0.7,0.096,-1.8,0.0
2015,Noah Vonleh,19.0,CHA,,,,,259.0,,76.0,,,,26.0,,,,4.0,4.0,9.0,11.0,83.0,0.475,0.171,0.342,0.1159999999999999,0.253,0.183,0.025,0.1119999999999999,0.173,13.2,0.5,0.1,0.4,0.085,-5.6,-0.2
2015,Nikola Vucevic,24.0,ORL,,,,,2529.0,,1206.0,,,,218.0,,,,147.0,54.0,54.0,148.0,1428.0,0.548,0.005,0.181,0.104,0.26,0.181,0.11,0.102,0.26,21.5,7.0,4.5,2.5,0.133,0.5,1.6
2015,Dwyane Wade,33.0,MIA,,,,,1971.0,,1084.0,,,,370.0,,,,299.0,73.0,21.0,209.0,1331.0,0.534,0.094,0.341,0.036,0.096,0.067,0.321,0.144,0.347,21.4,3.5,2.1,1.4,0.086,1.2,1.6
2015,Dion Waiters,23.0,CLE,,,,,786.0,,342.0,,,,60.0,,,,74.0,44.0,10.0,50.0,345.0,0.468,0.251,0.175,0.018,0.065,0.042,0.156,0.12,0.24,12.2,0.5,-0.3,0.7,0.029,-3.1,-0.2
2015,Dion Waiters,23.0,OKC,,,,,1422.0,,604.0,,,,112.0,,,,89.0,46.0,11.0,63.0,595.0,0.455,0.265,0.185,0.022,0.079,0.051,0.098,0.088,0.217,10.1,0.7,-0.3,1.0,0.023,-3.8,-0.7
2015,Henry Walker,27.0,MIA,,,,,628.0,,168.0,,,,18.0,,,,29.0,24.0,9.0,24.0,175.0,0.497,0.786,0.107,0.0139999999999999,0.14,0.078,0.072,0.12,0.15,8.0,0.5,-0.1,0.6,0.039,-1.0,0.2
2015,Kemba Walker,24.0,CHA,,,,,2119.0,,981.0,,,,283.0,,,,318.0,89.0,31.0,100.0,1075.0,0.486,0.285,0.288,0.018,0.099,0.057,0.271,0.083,0.259,17.6,4.5,1.8,2.6,0.101,2.2,2.3
2015,John Wall,24.0,WAS,,,,,2837.0,,1166.0,,,,362.0,,,,792.0,138.0,45.0,304.0,1387.0,0.523,0.186,0.31,0.015,0.128,0.073,0.4629999999999999,0.187,0.261,19.9,7.8,3.6,4.2,0.132,3.5,3.9
2015,Gerald Wallace,32.0,BOS,,,,,286.0,,34.0,,,,15.0,,,,11.0,15.0,4.0,18.0,35.0,0.431,0.088,0.441,0.064,0.155,0.109,0.051,0.307,0.09,6.2,0.1,-0.3,0.4,0.014,-3.2,-0.1
2015,T.J. Warren,21.0,PHX,,,,,614.0,,214.0,,,,19.0,,,,25.0,18.0,9.0,27.0,245.0,0.551,0.098,0.089,0.073,0.079,0.076,0.066,0.108,0.178,14.0,1.1,0.7,0.4,0.085,-2.1,0.0
2015,C.J. Watson,30.0,IND,,,,,1422.0,,417.0,,,,167.0,,,,208.0,57.0,9.0,100.0,570.0,0.581,0.42,0.4,0.0139999999999999,0.1119999999999999,0.063,0.233,0.1689999999999999,0.188,15.4,4.0,2.2,1.8,0.135,1.5,1.3
2015,David Wear,24.0,SAC,,,,,7.0,,2.0,,,,0.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.336,0.0,0.162,0.188,0.0,0.126,2.4,0.0,0.0,0.0,-0.11,-3.0,0.0
2015,Travis Wear,24.0,NYK,,,,,672.0,,209.0,,,,26.0,,,,40.0,15.0,11.0,35.0,199.0,0.451,0.144,0.124,0.052,0.133,0.091,0.099,0.1369999999999999,0.175,8.5,-0.3,-0.5,0.2,-0.02,-6.1,-0.7
2015,Martell Webster,28.0,WAS,,,,,352.0,,91.0,,,,64.0,,,,17.0,7.0,1.0,22.0,106.0,0.445,0.473,0.703,0.033,0.113,0.074,0.067,0.156,0.182,5.9,0.0,-0.3,0.3,0.0,-6.1,-0.4
2015,David West,34.0,IND,,,,,1895.0,,686.0,,,,161.0,,,,223.0,48.0,48.0,120.0,769.0,0.508,0.029,0.235,0.064,0.1969999999999999,0.131,0.201,0.1369999999999999,0.21,16.0,4.3,1.4,2.8,0.108,1.7,1.8
2015,Russell Westbrook,26.0,OKC,,,,,2302.0,,1471.0,,,,654.0,,,,574.0,140.0,14.0,293.0,1886.0,0.536,0.196,0.445,0.059,0.1669999999999999,0.114,0.47,0.143,0.384,29.1,10.6,7.5,3.2,0.222,11.0,7.6
2015,Hassan Whiteside,25.0,MIA,,,,,1142.0,,387.0,,,,156.0,,,,6.0,27.0,123.0,58.0,564.0,0.619,0.0,0.403,0.156,0.347,0.254,0.01,0.113,0.211,26.2,5.3,2.8,2.4,0.221,-0.9,0.3
2015,Shayne Whittington,23.0,IND,,,,,108.0,,42.0,,,,23.0,,,,6.0,5.0,2.0,5.0,57.0,0.547,0.143,0.548,0.103,0.193,0.148,0.096,0.088,0.239,20.0,0.4,0.3,0.2,0.2,0.5,0.1
2015,Andrew Wiggins,19.0,MIN,,,,,2969.0,,1137.0,,,,466.0,,,,170.0,86.0,50.0,177.0,1387.0,0.517,0.111,0.41,0.05,0.095,0.072,0.098,0.1169999999999999,0.226,13.9,2.1,2.1,0.0,0.034,-2.3,-0.2
2015,C.J. Wilcox,24.0,LAC,,,,,101.0,,38.0,,,,2.0,,,,8.0,3.0,1.0,10.0,41.0,0.527,0.5,0.053,0.011,0.065,0.039,0.12,0.205,0.218,8.5,0.0,-0.1,0.1,-0.024,-6.0,-0.1
2015,Deron Williams,30.0,BKN,,,,,2114.0,,771.0,,,,241.0,,,,448.0,64.0,17.0,154.0,884.0,0.504,0.307,0.313,0.015,0.11,0.063,0.337,0.149,0.223,15.7,3.6,2.3,1.3,0.083,0.1,1.1
2015,Derrick Williams,23.0,SAC,,,,,1462.0,,485.0,,,,196.0,,,,50.0,34.0,4.0,56.0,617.0,0.54,0.322,0.404,0.033,0.121,0.078,0.0559999999999999,0.089,0.1889999999999999,12.8,2.1,1.7,0.4,0.069,-3.2,-0.5
2015,Elliot Williams,25.0,UTA,,,,,42.0,,13.0,,,,2.0,,,,4.0,2.0,0.0,4.0,18.0,0.648,0.538,0.154,0.0,0.0819999999999999,0.0409999999999999,0.161,0.2239999999999999,0.195,14.4,0.1,0.0,0.0,0.09,-2.4,0.0
2015,Elliot Williams,25.0,NOP,,,,,77.0,,24.0,,,,2.0,,,,8.0,2.0,0.0,0.0,19.0,0.382,0.458,0.083,0.0,0.074,0.037,0.152,0.0,0.147,5.6,0.0,0.0,0.0,0.012,-5.8,-0.1
2015,Lou Williams,28.0,TOR,,,,,2016.0,,928.0,,,,395.0,,,,164.0,88.0,10.0,101.0,1242.0,0.564,0.482,0.426,0.0139999999999999,0.073,0.043,0.136,0.084,0.27,19.9,6.6,5.4,1.1,0.157,0.9,1.5
2015,Marvin Williams,28.0,CHA,,,,,2035.0,,495.0,,,,87.0,,,,100.0,69.0,36.0,60.0,577.0,0.541,0.535,0.176,0.031,0.182,0.104,0.078,0.1009999999999999,0.133,11.8,4.3,1.5,2.9,0.102,1.0,1.5
